time,participant,order,category
0:08:12,participant11,1,0
0:08:20,participant11,1,0
0:08:32,participant11,1,0
0:08:34,participant11,1,1
0:08:35,participant11,1,0
0:08:39,participant11,1,0
0:08:41,participant11,1,0
0:08:42,participant11,1,0
0:08:45,participant11,1,0
0:08:46,participant11,1,0
0:08:46,participant11,1,0
0:08:47,participant11,1,0
0:08:49,participant11,1,0
0:08:51,participant11,1,0
0:08:53,participant11,1,0
0:08:57,participant11,1,0
0:08:59,participant11,1,0
0:09:05,participant11,1,0
0:09:17,participant11,1,0
0:09:27,participant11,1,0
0:09:29,participant11,1,0
0:09:35,participant11,1,0
0:09:41,participant11,1,0
0:09:44,participant11,1,0
0:09:47,participant11,1,0
0:09:48,participant11,1,0
0:09:52,participant11,1,0
0:09:54,participant11,1,0
0:09:58,participant11,1,0
0:00:02,participant11,2,0
0:00:04,participant11,2,0
0:00:05,participant11,2,0
0:00:06,participant11,2,0
0:00:08,participant11,2,0
0:00:14,participant11,2,0
0:00:23,participant11,2,0
0:00:24,participant11,2,0
0:00:38,participant11,2,0
0:00:39,participant11,2,0
0:00:41,participant11,2,0
0:00:50,participant11,2,0
0:00:59,participant11,2,0
0:01:00,participant11,2,0
0:01:02,participant11,2,0
0:01:03,participant11,2,0
0:01:04,participant11,2,0
0:01:05,participant11,2,0
0:01:07,participant11,2,0
0:01:08,participant11,2,0
0:01:10,participant11,2,0
0:01:33,participant11,2,0
0:01:39,participant11,2,0
0:01:54,participant11,2,0
0:01:57,participant11,2,0
0:02:00,participant11,2,0
0:02:09,participant11,2,0
0:02:12,participant11,2,0
0:02:12,participant11,2,1
0:02:15,participant11,2,1
0:02:19,participant11,2,0
0:02:20,participant11,2,0
0:02:23,participant11,2,0
0:02:24,participant11,2,0
0:02:28,participant11,2,0
0:02:30,participant11,2,0
0:02:41,participant11,2,0
0:02:44,participant11,2,0
0:02:46,participant11,2,0
0:02:49,participant11,2,0
0:02:51,participant11,2,0
0:02:54,participant11,2,0
0:02:57,participant11,2,0
0:02:59,participant11,2,0
0:03:03,participant11,2,0
0:03:10,participant11,2,0
0:03:12,participant11,2,0
0:03:13,participant11,2,0
0:03:15,participant11,2,0
0:03:18,participant11,2,0
0:03:21,participant11,2,0
0:03:23,participant11,2,0
0:03:30,participant11,2,0
0:03:32,participant11,2,0
0:03:36,participant11,2,0
0:03:42,participant11,2,0
0:03:45,participant11,2,0
0:03:47,participant11,2,0
0:03:51,participant11,2,0
0:04:07,participant11,2,0
0:04:09,participant11,2,0
0:04:11,participant11,2,0
0:04:12,participant11,2,0
0:04:14,participant11,2,0
0:04:16,participant11,2,0
0:04:20,participant11,2,0
0:04:28,participant11,2,0
0:04:39,participant11,2,0
0:04:46,participant11,2,0
0:04:51,participant11,2,0
0:04:57,participant11,2,0
0:05:01,participant11,2,0
0:05:03,participant11,2,0
0:05:07,participant11,2,0
0:05:08,participant11,2,0
0:05:11,participant11,2,0
0:05:14,participant11,2,0
0:05:16,participant11,2,0
0:05:19,participant11,2,0
0:05:21,participant11,2,0
0:05:22,participant11,2,0
0:05:23,participant11,2,0
0:05:26,participant11,2,0
0:05:33,participant11,2,0
0:05:35,participant11,2,0
0:05:41,participant11,2,0
0:05:54,participant11,2,0
0:05:55,participant11,2,0
0:05:56,participant11,2,0
0:05:58,participant11,2,0
0:05:58,participant11,2,0
0:06:00,participant11,2,0
0:06:02,participant11,2,0
0:06:03,participant11,2,0
0:06:03,participant11,2,0
0:06:05,participant11,2,0
0:06:08,participant11,2,0
0:06:13,participant11,2,0
0:06:13,participant11,2,0
0:06:15,participant11,2,0
0:06:17,participant11,2,0
0:06:18,participant11,2,0
0:06:19,participant11,2,0
0:06:21,participant11,2,0
0:06:30,participant11,2,0
0:06:31,participant11,2,0
0:06:35,participant11,2,0
0:06:37,participant11,2,0
0:06:45,participant11,2,0
0:06:50,participant11,2,0
0:06:50,participant11,2,0
0:06:51,participant11,2,0
0:06:52,participant11,2,0
0:06:57,participant11,2,0
0:07:00,participant11,2,0
0:07:01,participant11,2,0
0:07:03,participant11,2,0
0:07:04,participant11,2,0
0:07:09,participant11,2,0
0:07:09,participant11,2,0
0:07:11,participant11,2,0
0:07:23,participant11,2,0
0:07:27,participant11,2,0
0:07:29,participant11,2,0
0:07:30,participant11,2,0
0:07:32,participant11,2,0
0:07:37,participant11,2,0
0:07:55,participant11,2,1
0:08:05,participant11,2,0
0:08:14,participant11,2,0
0:08:18,participant11,2,0
0:08:23,participant11,2,0
0:08:29,participant11,2,0
0:08:30,participant11,2,0
0:08:58,participant11,2,0
0:09:02,participant11,2,0
0:09:03,participant11,2,0
0:09:37,participant11,2,0
0:09:40,participant11,2,0
0:09:43,participant11,2,0
0:09:46,participant11,2,0
0:09:52,participant11,2,0
0:09:55,participant11,2,0
0:09:57,participant11,2,0
0:09:58,participant11,2,0
0:00:01,participant12,1,0
0:00:02,participant12,1,0
0:00:04,participant12,1,0
0:00:04,participant12,1,0
0:00:08,participant12,1,0
0:00:10,participant12,1,0
0:00:12,participant12,1,0
0:00:13,participant12,1,0
0:00:14,participant12,1,0
0:00:15,participant12,1,0
0:00:16,participant12,1,0
0:00:18,participant12,1,0
0:00:21,participant12,1,0
0:00:22,participant12,1,0
0:00:25,participant12,1,0
0:00:27,participant12,1,0
0:00:32,participant12,1,0
0:00:33,participant12,1,0
0:00:34,participant12,1,0
0:00:36,participant12,1,0
0:00:37,participant12,1,0
0:00:38,participant12,1,0
0:00:40,participant12,1,0
0:00:41,participant12,1,0
0:00:42,participant12,1,0
0:00:43,participant12,1,0
0:00:44,participant12,1,0
0:00:48,participant12,1,0
0:00:49,participant12,1,0
0:00:50,participant12,1,0
0:00:52,participant12,1,0
0:00:54,participant12,1,0
0:00:55,participant12,1,0
0:00:56,participant12,1,0
0:00:58,participant12,1,0
0:00:59,participant12,1,0
0:01:01,participant12,1,1
0:01:02,participant12,1,1
0:01:03,participant12,1,0
0:01:04,participant12,1,0
0:01:07,participant12,1,0
0:01:08,participant12,1,0
0:01:09,participant12,1,0
0:01:12,participant12,1,0
0:01:16,participant12,1,1
0:01:25,participant12,1,0
0:01:29,participant12,1,0
0:01:35,participant12,1,0
0:01:37,participant12,1,0
0:01:38,participant12,1,0
0:01:41,participant12,1,0
0:01:44,participant12,1,0
0:01:47,participant12,1,0
0:01:50,participant12,1,0
0:01:52,participant12,1,0
0:01:54,participant12,1,0
0:01:55,participant12,1,0
0:01:57,participant12,1,0
0:01:58,participant12,1,0
0:02:02,participant12,1,0
0:02:03,participant12,1,0
0:02:04,participant12,1,0
0:02:07,participant12,1,0
0:02:09,participant12,1,0
0:02:14,participant12,1,0
0:02:16,participant12,1,0
0:02:17,participant12,1,0
0:02:18,participant12,1,0
0:02:19,participant12,1,0
0:02:20,participant12,1,0
0:02:22,participant12,1,0
0:02:22,participant12,1,0
0:02:23,participant12,1,0
0:02:28,participant12,1,0
0:02:29,participant12,1,0
0:02:31,participant12,1,0
0:02:33,participant12,1,0
0:02:40,participant12,1,0
0:02:42,participant12,1,0
0:02:44,participant12,1,0
0:02:47,participant12,1,0
0:02:50,participant12,1,0
0:02:53,participant12,1,0
