time,participant,order,category,comment_timestamp,participant_name,id,N_window,Prop_NA,Prop_Overlap,w_size_set
0:00:44,participant01,1,The others,44000000,participant_test_01,28,3,1,NA,1.5
0:00:46,participant01,1,The others,46000000,participant_test_01,29,3,1,NA,1.5
0:00:47,participant01,1,The others,47000000,participant_test_01,30,3,1,NA,1.5
0:00:49,participant01,1,The others,49000000,participant_test_01,31,3,1,NA,1.5
0:00:53,participant01,1,The others,53000000,participant_test_01,32,3,1,NA,1.5
0:00:54,participant01,1,The others,54000000,participant_test_01,33,3,1,NA,1.5
0:00:55,participant01,1,The others,55000000,participant_test_01,34,3,1,NA,1.5
0:01:00,participant01,1,The others,60000000,participant_test_01,35,3,1,NA,1.5
0:01:00,participant01,1,The others,60000000,participant_test_01,36,3,1,NA,1.5
0:01:01,participant01,1,The others,61000000,participant_test_01,37,3,1,NA,1.5
0:01:03,participant01,1,The others,63000000,participant_test_01,38,3,1,NA,1.5
0:01:05,participant01,1,The others,65000000,participant_test_01,39,3,1,NA,1.5
0:01:09,participant01,1,The others,69000000,participant_test_01,40,3,1,NA,1.5
0:01:11,participant01,1,The others,71000000,participant_test_01,41,3,1,NA,1.5
0:01:13,participant01,1,The others,73000000,participant_test_01,42,3,1,NA,1.5
0:01:15,participant01,1,The others,75000000,participant_test_01,43,3,1,NA,1.5
0:01:18,participant01,1,The others,78000000,participant_test_01,44,3,1,NA,1.5
0:01:20,participant01,1,The others,80000000,participant_test_01,45,3,1,NA,1.5
0:01:21,participant01,1,The others,81000000,participant_test_01,46,3,1,NA,1.5
0:01:23,participant01,1,The others,83000000,participant_test_01,47,3,1,NA,1.5
0:01:27,participant01,1,The others,87000000,participant_test_01,48,3,1,NA,1.5
0:01:31,participant01,1,The others,91000000,participant_test_01,49,3,1,NA,1.5
0:01:33,participant01,1,The others,93000000,participant_test_01,50,3,1,NA,1.5
0:01:35,participant01,1,The others,95000000,participant_test_01,51,3,1,NA,1.5
0:01:38,participant01,1,The others,98000000,participant_test_01,52,3,1,NA,1.5
0:01:39,participant01,1,Appropriate,99000000,participant_test_01,53,3,1,NA,1.5
0:01:40,participant01,1,The others,100000000,participant_test_01,54,3,1,NA,1.5
0:01:43,participant01,1,The others,103000000,participant_test_01,55,3,1,NA,1.5
0:01:44,participant01,1,The others,104000000,participant_test_01,56,3,1,NA,1.5
0:01:45,participant01,1,The others,105000000,participant_test_01,57,3,1,NA,1.5
0:01:47,participant01,1,The others,107000000,participant_test_01,58,3,1,NA,1.5
0:01:49,participant01,1,The others,109000000,participant_test_01,59,3,1,NA,1.5
0:01:50,participant01,1,The others,110000000,participant_test_01,60,3,1,NA,1.5
0:01:51,participant01,1,The others,111000000,participant_test_01,61,3,1,NA,1.5
0:01:56,participant01,1,Appropriate,116000000,participant_test_01,62,3,1,NA,1.5
0:01:58,participant01,1,The others,118000000,participant_test_01,63,3,1,NA,1.5
0:02:01,participant01,1,The others,121000000,participant_test_01,64,3,1,NA,1.5
0:02:04,participant01,1,Appropriate,124000000,participant_test_01,65,3,1,NA,1.5
0:02:08,participant01,1,The others,128000000,participant_test_01,66,3,1,NA,1.5
0:02:10,participant01,1,The others,130000000,participant_test_01,67,3,1,NA,1.5
0:02:13,participant01,1,The others,133000000,participant_test_01,68,3,1,NA,1.5
0:02:15,participant01,1,The others,135000000,participant_test_01,69,3,1,NA,1.5
0:02:18,participant01,1,The others,138000000,participant_test_01,70,3,1,NA,1.5
0:02:19,participant01,1,Appropriate,139000000,participant_test_01,71,3,1,NA,1.5
0:02:20,participant01,1,The others,140000000,participant_test_01,72,3,1,NA,1.5
0:02:22,participant01,1,The others,142000000,participant_test_01,73,3,1,NA,1.5
0:02:23,participant01,1,The others,143000000,participant_test_01,74,3,0.666666667,0.333333333,1.5
0:02:27,participant01,1,The others,147000000,participant_test_01,75,3,0.333333333,0.666666667,1.5
0:02:29,participant01,1,The others,149000000,participant_test_01,76,3,1,NA,1.5
0:02:32,participant01,1,The others,152000000,participant_test_01,77,3,1,NA,1.5
0:02:34,participant01,1,The others,154000000,participant_test_01,78,3,1,NA,1.5
0:02:35,participant01,1,The others,155000000,participant_test_01,79,3,1,NA,1.5
0:02:37,participant01,1,The others,157000000,participant_test_01,80,3,1,NA,1.5
0:02:38,participant01,1,The others,158000000,participant_test_01,81,3,1,NA,1.5
0:02:41,participant01,1,The others,161000000,participant_test_01,82,3,1,NA,1.5
0:02:45,participant01,1,The others,165000000,participant_test_01,83,3,1,NA,1.5
0:02:49,participant01,1,The others,169000000,participant_test_01,84,3,1,NA,1.5
0:02:52,participant01,1,The others,172000000,participant_test_01,85,3,1,NA,1.5
0:02:53,participant01,1,The others,173000000,participant_test_01,86,3,1,NA,1.5
0:02:54,participant01,1,The others,174000000,participant_test_01,87,3,1,NA,1.5
0:02:58,participant01,1,The others,178000000,participant_test_01,88,3,1,NA,1.5
0:02:59,participant01,1,The others,179000000,participant_test_01,89,3,1,NA,1.5
0:03:01,participant01,1,The others,181000000,participant_test_01,90,3,1,NA,1.5
0:03:02,participant01,1,The others,182000000,participant_test_01,91,3,1,NA,1.5
0:03:04,participant01,1,The others,184000000,participant_test_01,92,3,1,NA,1.5
0:03:09,participant01,1,The others,189000000,participant_test_01,93,3,0,0.666666667,1.5
0:03:11,participant01,1,The others,191000000,participant_test_01,94,3,0,0,1.5
0:03:12,participant01,1,Appropriate,192000000,participant_test_01,95,3,0.333333333,0,1.5
0:03:16,participant01,1,The others,196000000,participant_test_01,96,3,1,NA,1.5
0:03:19,participant01,1,The others,199000000,participant_test_01,97,3,1,NA,1.5
0:03:22,participant01,1,The others,202000000,participant_test_01,98,3,1,NA,1.5
0:03:23,participant01,1,The others,203000000,participant_test_01,99,3,1,NA,1.5
0:03:27,participant01,1,The others,207000000,participant_test_01,100,3,1,NA,1.5
0:03:29,participant01,1,The others,209000000,participant_test_01,101,3,1,NA,1.5
0:03:32,participant01,1,The others,212000000,participant_test_01,102,3,1,NA,1.5
0:03:36,participant01,1,The others,216000000,participant_test_01,103,3,1,NA,1.5
0:03:37,participant01,1,The others,217000000,participant_test_01,104,3,1,NA,1.5
0:03:38,participant01,1,The others,218000000,participant_test_01,105,3,1,NA,1.5
0:03:40,participant01,1,The others,220000000,participant_test_01,106,3,1,NA,1.5
0:03:42,participant01,1,The others,222000000,participant_test_01,107,3,1,NA,1.5
0:03:45,participant01,1,The others,225000000,participant_test_01,108,3,1,NA,1.5
0:03:47,participant01,1,The others,227000000,participant_test_01,109,3,1,NA,1.5
0:03:49,participant01,1,The others,229000000,participant_test_01,110,3,1,NA,1.5
0:03:52,participant01,1,The others,232000000,participant_test_01,111,3,1,NA,1.5
0:03:53,participant01,1,The others,233000000,participant_test_01,112,3,1,NA,1.5
0:03:55,participant01,1,The others,235000000,participant_test_01,113,3,1,NA,1.5
0:03:58,participant01,1,The others,238000000,participant_test_01,114,3,1,NA,1.5
0:04:00,participant01,1,The others,240000000,participant_test_01,115,3,1,NA,1.5
0:04:03,participant01,1,The others,243000000,participant_test_01,116,3,1,NA,1.5
0:04:04,participant01,1,The others,244000000,participant_test_01,117,3,1,NA,1.5
0:04:06,participant01,1,The others,246000000,participant_test_01,118,3,0.666666667,0.333333333,1.5
0:04:09,participant01,1,The others,249000000,participant_test_01,119,3,1,NA,1.5
0:04:10,participant01,1,The others,250000000,participant_test_01,120,3,1,NA,1.5
0:04:11,participant01,1,The others,251000000,participant_test_01,121,3,1,NA,1.5
0:04:13,participant01,1,The others,253000000,participant_test_01,122,2,1,NA,1.5
0:04:15,participant01,1,The others,255000000,participant_test_01,123,2,1,NA,1.5
0:04:17,participant01,1,The others,257000000,participant_test_01,124,3,1,NA,1.5
0:04:18,participant01,1,The others,258000000,participant_test_01,125,3,1,NA,1.5
0:04:20,participant01,1,The others,260000000,participant_test_01,126,3,1,NA,1.5
0:04:25,participant01,1,Appropriate,265000000,participant_test_01,127,3,1,NA,1.5
0:04:25,participant01,1,The others,265000000,participant_test_01,128,3,1,NA,1.5
0:04:26,participant01,1,The others,266000000,participant_test_01,129,3,1,NA,1.5
0:04:27,participant01,1,The others,267000000,participant_test_01,130,3,1,NA,1.5
0:04:30,participant01,1,The others,270000000,participant_test_01,131,3,1,NA,1.5
0:04:34,participant01,1,The others,274000000,participant_test_01,132,3,1,NA,1.5
0:04:36,participant01,1,The others,276000000,participant_test_01,133,3,1,NA,1.5
0:04:37,participant01,1,The others,277000000,participant_test_01,134,3,1,NA,1.5
0:04:40,participant01,1,The others,280000000,participant_test_01,135,3,1,NA,1.5
0:04:41,participant01,1,The others,281000000,participant_test_01,136,3,1,NA,1.5
0:04:42,participant01,1,The others,282000000,participant_test_01,137,3,1,NA,1.5
0:04:44,participant01,1,The others,284000000,participant_test_01,138,3,1,NA,1.5
0:04:46,participant01,1,The others,286000000,participant_test_01,139,3,1,NA,1.5
0:04:48,participant01,1,The others,288000000,participant_test_01,140,3,1,NA,1.5
0:04:50,participant01,1,The others,290000000,participant_test_01,141,3,1,NA,1.5
0:04:51,participant01,1,The others,291000000,participant_test_01,142,3,1,NA,1.5
0:04:53,participant01,1,The others,293000000,participant_test_01,143,3,1,NA,1.5
0:04:54,participant01,1,The others,294000000,participant_test_01,144,3,1,NA,1.5
0:05:01,participant01,1,The others,301000000,participant_test_01,145,3,1,NA,1.5
0:05:04,participant01,1,Appropriate,304000000,participant_test_01,146,3,1,NA,1.5
0:05:06,participant01,1,The others,306000000,participant_test_01,147,3,1,NA,1.5
0:05:11,participant01,1,Appropriate,311000000,participant_test_01,148,3,1,NA,1.5
0:05:14,participant01,1,The others,314000000,participant_test_01,149,3,1,NA,1.5
0:05:15,participant01,1,The others,315000000,participant_test_01,150,3,1,NA,1.5
0:05:16,participant01,1,The others,316000000,participant_test_01,151,3,1,NA,1.5
0:05:16,participant01,1,The others,316000000,participant_test_01,152,3,1,NA,1.5
0:05:18,participant01,1,The others,318000000,participant_test_01,153,3,1,NA,1.5
0:05:21,participant01,1,The others,321000000,participant_test_01,154,3,1,NA,1.5
0:05:22,participant01,1,The others,322000000,participant_test_01,155,3,1,NA,1.5
0:05:26,participant01,1,The others,326000000,participant_test_01,156,3,1,NA,1.5
0:05:26,participant01,1,The others,326000000,participant_test_01,157,3,1,NA,1.5
0:05:28,participant01,1,The others,328000000,participant_test_01,158,3,1,NA,1.5
0:05:28,participant01,1,The others,328000000,participant_test_01,159,3,1,NA,1.5
0:05:30,participant01,1,The others,330000000,participant_test_01,160,3,1,NA,1.5
0:05:32,participant01,1,The others,332000000,participant_test_01,161,3,1,NA,1.5
0:05:33,participant01,1,The others,333000000,participant_test_01,162,3,1,NA,1.5
0:05:35,participant01,1,The others,335000000,participant_test_01,163,3,1,NA,1.5
0:05:37,participant01,1,The others,337000000,participant_test_01,164,3,1,NA,1.5
0:05:40,participant01,1,The others,340000000,participant_test_01,165,3,1,NA,1.5
0:05:46,participant01,1,The others,346000000,participant_test_01,166,3,1,NA,1.5
0:05:48,participant01,1,The others,348000000,participant_test_01,167,3,1,NA,1.5
0:05:50,participant01,1,The others,350000000,participant_test_01,168,3,1,NA,1.5
0:05:53,participant01,1,The others,353000000,participant_test_01,169,3,1,NA,1.5
0:05:56,participant01,1,The others,356000000,participant_test_01,170,3,1,NA,1.5
0:05:57,participant01,1,The others,357000000,participant_test_01,171,3,1,NA,1.5
0:05:59,participant01,1,The others,359000000,participant_test_01,172,3,1,NA,1.5
0:06:02,participant01,1,The others,362000000,participant_test_01,173,3,1,NA,1.5
0:06:04,participant01,1,The others,364000000,participant_test_01,174,3,1,NA,1.5
0:06:07,participant01,1,The others,367000000,participant_test_01,175,3,1,NA,1.5
0:06:09,participant01,1,The others,369000000,participant_test_01,176,3,1,NA,1.5
0:06:12,participant01,1,The others,372000000,participant_test_01,177,3,1,NA,1.5
0:06:14,participant01,1,The others,374000000,participant_test_01,178,3,1,NA,1.5
0:06:19,participant01,1,The others,379000000,participant_test_01,179,3,1,NA,1.5
0:06:20,participant01,1,The others,380000000,participant_test_01,180,3,1,NA,1.5
0:06:21,participant01,1,The others,381000000,participant_test_01,181,3,1,NA,1.5
0:06:28,participant01,1,The others,388000000,participant_test_01,182,3,1,NA,1.5
0:06:29,participant01,1,The others,389000000,participant_test_01,183,3,1,NA,1.5
0:06:30,participant01,1,The others,390000000,participant_test_01,184,3,1,NA,1.5
0:06:33,participant01,1,The others,393000000,participant_test_01,185,3,1,NA,1.5
0:06:39,participant01,1,The others,399000000,participant_test_01,186,3,1,NA,1.5
0:06:40,participant01,1,The others,400000000,participant_test_01,187,3,1,NA,1.5
0:06:42,participant01,1,The others,402000000,participant_test_01,188,3,0.333333333,0.666666667,1.5
0:06:44,participant01,1,The others,404000000,participant_test_01,189,3,0.333333333,0.666666667,1.5
0:06:46,participant01,1,The others,406000000,participant_test_01,190,3,1,NA,1.5
0:06:49,participant01,1,The others,409000000,participant_test_01,191,3,1,NA,1.5
0:06:52,participant01,1,The others,412000000,participant_test_01,192,3,1,NA,1.5
0:06:53,participant01,1,The others,413000000,participant_test_01,193,3,1,NA,1.5
0:06:58,participant01,1,The others,418000000,participant_test_01,194,3,1,NA,1.5
0:06:59,participant01,1,The others,419000000,participant_test_01,195,3,1,NA,1.5
0:07:00,participant01,1,The others,420000000,participant_test_01,196,3,1,NA,1.5
0:07:05,participant01,1,The others,425000000,participant_test_01,197,3,1,NA,1.5
0:07:09,participant01,1,The others,429000000,participant_test_01,198,3,1,NA,1.5
0:07:11,participant01,1,The others,431000000,participant_test_01,199,3,1,NA,1.5
0:07:15,participant01,1,The others,435000000,participant_test_01,200,3,1,NA,1.5
0:07:17,participant01,1,The others,437000000,participant_test_01,201,3,1,NA,1.5
0:07:19,participant01,1,The others,439000000,participant_test_01,202,3,1,NA,1.5
0:07:20,participant01,1,The others,440000000,participant_test_01,203,3,1,NA,1.5
0:07:26,participant01,1,The others,446000000,participant_test_01,204,3,1,NA,1.5
0:07:27,participant01,1,Appropriate,447000000,participant_test_01,205,3,1,NA,1.5
0:07:30,participant01,1,The others,450000000,participant_test_01,206,3,1,NA,1.5
0:07:33,participant01,1,The others,453000000,participant_test_01,207,3,1,NA,1.5
0:07:38,participant01,1,The others,458000000,participant_test_01,208,3,1,NA,1.5
0:07:39,participant01,1,The others,459000000,participant_test_01,209,3,1,NA,1.5
0:07:40,participant01,1,The others,460000000,participant_test_01,210,3,1,NA,1.5
0:07:43,participant01,1,The others,463000000,participant_test_01,211,3,1,NA,1.5
0:07:47,participant01,1,The others,467000000,participant_test_01,212,3,1,NA,1.5
0:07:48,participant01,1,The others,468000000,participant_test_01,213,3,1,NA,1.5
0:07:50,participant01,1,The others,470000000,participant_test_01,214,3,1,NA,1.5
0:07:53,participant01,1,The others,473000000,participant_test_01,215,3,1,NA,1.5
0:07:56,participant01,1,The others,476000000,participant_test_01,216,3,1,NA,1.5
0:07:58,participant01,1,The others,478000000,participant_test_01,217,3,1,NA,1.5
0:08:02,participant01,1,The others,482000000,participant_test_01,218,3,1,NA,1.5
0:08:03,participant01,1,The others,483000000,participant_test_01,219,3,1,NA,1.5
0:08:04,participant01,1,The others,484000000,participant_test_01,220,3,1,NA,1.5
0:08:06,participant01,1,The others,486000000,participant_test_01,221,3,1,NA,1.5
0:08:08,participant01,1,The others,488000000,participant_test_01,222,3,1,NA,1.5
0:08:11,participant01,1,The others,491000000,participant_test_01,223,3,1,NA,1.5
0:08:14,participant01,1,The others,494000000,participant_test_01,224,3,1,NA,1.5
0:08:18,participant01,1,The others,498000000,participant_test_01,225,3,1,NA,1.5
0:08:19,participant01,1,The others,499000000,participant_test_01,226,3,1,NA,1.5
0:08:20,participant01,1,The others,500000000,participant_test_01,227,3,1,NA,1.5
0:08:22,participant01,1,The others,502000000,participant_test_01,228,3,1,NA,1.5
0:08:25,participant01,1,The others,505000000,participant_test_01,229,3,1,NA,1.5
0:08:26,participant01,1,Appropriate,506000000,participant_test_01,230,3,1,NA,1.5
0:08:28,participant01,1,The others,508000000,participant_test_01,231,3,1,NA,1.5
0:08:29,participant01,1,The others,509000000,participant_test_01,232,3,1,NA,1.5
0:08:31,participant01,1,The others,511000000,participant_test_01,233,3,1,NA,1.5
0:08:33,participant01,1,The others,513000000,participant_test_01,234,3,1,NA,1.5
0:08:35,participant01,1,The others,515000000,participant_test_01,235,3,1,NA,1.5
0:08:39,participant01,1,The others,519000000,participant_test_01,236,3,1,NA,1.5
0:08:40,participant01,1,The others,520000000,participant_test_01,237,3,1,NA,1.5
0:08:41,participant01,1,The others,521000000,participant_test_01,238,3,1,NA,1.5
0:08:44,participant01,1,The others,524000000,participant_test_01,239,3,1,NA,1.5
0:08:46,participant01,1,The others,526000000,participant_test_01,240,3,1,NA,1.5
0:08:50,participant01,1,The others,530000000,participant_test_01,241,3,1,NA,1.5
0:08:57,participant01,1,The others,537000000,participant_test_01,242,3,1,NA,1.5
0:08:59,participant01,1,The others,539000000,participant_test_01,243,3,1,NA,1.5
0:09:00,participant01,1,Appropriate,540000000,participant_test_01,244,3,1,NA,1.5
0:09:01,participant01,1,Appropriate,541000000,participant_test_01,245,3,1,NA,1.5
0:09:04,participant01,1,The others,544000000,participant_test_01,246,3,1,NA,1.5
0:09:06,participant01,1,The others,546000000,participant_test_01,247,3,1,NA,1.5
0:09:10,participant01,1,The others,550000000,participant_test_01,248,3,1,NA,1.5
0:09:12,participant01,1,Appropriate,552000000,participant_test_01,249,3,1,NA,1.5
0:09:12,participant01,1,Appropriate,552000000,participant_test_01,250,3,1,NA,1.5
0:09:26,participant01,1,The others,566000000,participant_test_01,251,3,1,NA,1.5
0:09:27,participant01,1,The others,567000000,participant_test_01,252,3,1,NA,1.5
0:09:28,participant01,1,The others,568000000,participant_test_01,253,3,1,NA,1.5
0:09:29,participant01,1,The others,569000000,participant_test_01,254,3,1,NA,1.5
0:09:30,participant01,1,The others,570000000,participant_test_01,255,3,1,NA,1.5
0:09:33,participant01,1,The others,573000000,participant_test_01,256,3,0.666666667,0.333333333,1.5
0:09:36,participant01,1,The others,576000000,participant_test_01,257,3,1,NA,1.5
0:09:38,participant01,1,The others,578000000,participant_test_01,258,3,1,NA,1.5
0:09:41,participant01,1,The others,581000000,participant_test_01,259,3,1,NA,1.5
0:09:42,participant01,1,The others,582000000,participant_test_01,260,3,1,NA,1.5
0:09:43,participant01,1,The others,583000000,participant_test_01,261,3,1,NA,1.5
0:09:45,participant01,1,The others,585000000,participant_test_01,262,3,1,NA,1.5
0:09:50,participant01,1,The others,590000000,participant_test_01,263,3,1,NA,1.5
0:09:54,participant01,1,The others,594000000,participant_test_01,264,3,1,NA,1.5
0:09:57,participant01,1,The others,597000000,participant_test_01,265,3,1,NA,1.5
0:00:00,participant01,2,The others,600000000,participant_test_01,266,3,1,NA,1.5
0:00:03,participant01,2,The others,603000000,participant_test_01,267,3,1,NA,1.5
0:00:06,participant01,2,The others,606000000,participant_test_01,268,3,1,NA,1.5
0:00:10,participant01,2,The others,610000000,participant_test_01,269,3,1,NA,1.5
0:00:11,participant01,2,The others,611000000,participant_test_01,270,3,1,NA,1.5
0:00:14,participant01,2,The others,614000000,participant_test_01,271,3,1,NA,1.5
0:00:16,participant01,2,The others,616000000,participant_test_01,272,3,0.666666667,0,1.5
0:00:19,participant01,2,The others,619000000,participant_test_01,273,3,1,NA,1.5
0:00:23,participant01,2,The others,623000000,participant_test_01,274,3,1,NA,1.5
0:00:24,participant01,2,The others,624000000,participant_test_01,275,3,1,NA,1.5
0:00:26,participant01,2,The others,626000000,participant_test_01,276,3,1,NA,1.5
0:00:27,participant01,2,The others,627000000,participant_test_01,277,3,1,NA,1.5
0:00:29,participant01,2,The others,629000000,participant_test_01,278,3,1,NA,1.5
0:00:30,participant01,2,The others,630000000,participant_test_01,279,3,1,NA,1.5
0:00:33,participant01,2,The others,633000000,participant_test_01,280,3,1,NA,1.5
0:00:36,participant01,2,The others,636000000,participant_test_01,281,3,1,NA,1.5
0:00:37,participant01,2,The others,637000000,participant_test_01,282,3,1,NA,1.5
0:00:39,participant01,2,The others,639000000,participant_test_01,283,3,1,NA,1.5
0:00:43,participant01,2,The others,643000000,participant_test_01,284,3,1,NA,1.5
0:00:45,participant01,2,The others,645000000,participant_test_01,285,3,1,NA,1.5
0:00:45,participant01,2,The others,645000000,participant_test_01,286,3,1,NA,1.5
0:00:48,participant01,2,The others,648000000,participant_test_01,287,3,1,NA,1.5
0:00:52,participant01,2,The others,652000000,participant_test_01,288,3,1,NA,1.5
0:00:54,participant01,2,The others,654000000,participant_test_01,289,3,1,NA,1.5
0:00:56,participant01,2,The others,656000000,participant_test_01,290,3,1,NA,1.5
0:00:56,participant01,2,The others,656000000,participant_test_01,291,3,1,NA,1.5
0:00:58,participant01,2,The others,658000000,participant_test_01,292,3,1,NA,1.5
0:01:02,participant01,2,The others,662000000,participant_test_01,293,3,1,NA,1.5
0:01:03,participant01,2,The others,663000000,participant_test_01,294,3,0.666666667,0.333333333,1.5
0:01:05,participant01,2,The others,665000000,participant_test_01,295,3,0.666666667,0.333333333,1.5
0:01:06,participant01,2,The others,666000000,participant_test_01,296,3,1,NA,1.5
0:01:10,participant01,2,The others,670000000,participant_test_01,297,3,1,NA,1.5
0:01:11,participant01,2,The others,671000000,participant_test_01,298,3,1,NA,1.5
0:01:12,participant01,2,The others,672000000,participant_test_01,299,3,1,NA,1.5
0:01:17,participant01,2,The others,677000000,participant_test_01,300,3,1,NA,1.5
0:01:18,participant01,2,Appropriate,678000000,participant_test_01,301,3,1,NA,1.5
0:01:22,participant01,2,The others,682000000,participant_test_01,302,3,1,NA,1.5
0:01:24,participant01,2,The others,684000000,participant_test_01,303,3,1,NA,1.5
0:01:25,participant01,2,The others,685000000,participant_test_01,304,3,1,NA,1.5
0:01:27,participant01,2,The others,687000000,participant_test_01,305,3,1,NA,1.5
0:01:32,participant01,2,The others,692000000,participant_test_01,306,3,1,NA,1.5
0:01:37,participant01,2,The others,697000000,participant_test_01,307,3,1,NA,1.5
0:01:38,participant01,2,The others,698000000,participant_test_01,308,3,1,NA,1.5
0:01:40,participant01,2,The others,700000000,participant_test_01,309,3,1,NA,1.5
0:01:42,participant01,2,The others,702000000,participant_test_01,310,3,1,NA,1.5
0:01:46,participant01,2,The others,706000000,participant_test_01,311,3,1,NA,1.5
0:01:49,participant01,2,The others,709000000,participant_test_01,312,3,1,NA,1.5
0:01:55,participant01,2,The others,715000000,participant_test_01,313,3,1,NA,1.5
0:01:57,participant01,2,The others,717000000,participant_test_01,314,3,1,NA,1.5
0:02:04,participant01,2,The others,724000000,participant_test_01,315,3,1,NA,1.5
0:02:12,participant01,2,The others,732000000,participant_test_01,316,3,1,NA,1.5
0:02:14,participant01,2,The others,734000000,participant_test_01,317,3,1,NA,1.5
0:02:15,participant01,2,The others,735000000,participant_test_01,318,3,1,NA,1.5
0:02:19,participant01,2,The others,739000000,participant_test_01,319,3,1,NA,1.5
0:02:31,participant01,2,The others,751000000,participant_test_01,320,3,1,NA,1.5
0:02:33,participant01,2,The others,753000000,participant_test_01,321,3,1,NA,1.5
0:02:37,participant01,2,The others,757000000,participant_test_01,322,3,1,NA,1.5
0:02:38,participant01,2,The others,758000000,participant_test_01,323,3,1,NA,1.5
0:02:47,participant01,2,The others,767000000,participant_test_01,324,3,1,NA,1.5
0:02:48,participant01,2,The others,768000000,participant_test_01,325,3,1,NA,1.5
0:02:49,participant01,2,The others,769000000,participant_test_01,326,3,1,NA,1.5
0:02:51,participant01,2,The others,771000000,participant_test_01,327,3,1,NA,1.5
0:02:52,participant01,2,The others,772000000,participant_test_01,328,3,1,NA,1.5
0:02:54,participant01,2,The others,774000000,participant_test_01,329,3,1,NA,1.5
0:02:55,participant01,2,The others,775000000,participant_test_01,330,3,1,NA,1.5
0:02:57,participant01,2,The others,777000000,participant_test_01,331,3,1,NA,1.5
0:02:59,participant01,2,The others,779000000,participant_test_01,332,3,1,NA,1.5
0:03:01,participant01,2,The others,781000000,participant_test_01,333,3,1,NA,1.5
0:03:04,participant01,2,The others,784000000,participant_test_01,334,3,1,NA,1.5
0:03:06,participant01,2,The others,786000000,participant_test_01,335,3,1,NA,1.5
0:03:07,participant01,2,The others,787000000,participant_test_01,336,3,1,NA,1.5
0:03:10,participant01,2,The others,790000000,participant_test_01,337,3,1,NA,1.5
0:03:11,participant01,2,The others,791000000,participant_test_01,338,3,1,NA,1.5
0:03:13,participant01,2,The others,793000000,participant_test_01,339,3,1,NA,1.5
0:03:15,participant01,2,The others,795000000,participant_test_01,340,3,1,NA,1.5
0:03:17,participant01,2,The others,797000000,participant_test_01,341,3,1,NA,1.5
0:03:21,participant01,2,The others,801000000,participant_test_01,342,3,1,NA,1.5
0:03:25,participant01,2,Appropriate,805000000,participant_test_01,343,3,1,NA,1.5
0:03:29,participant01,2,The others,809000000,participant_test_01,344,3,1,NA,1.5
0:03:36,participant01,2,The others,816000000,participant_test_01,345,3,1,NA,1.5
0:03:37,participant01,2,The others,817000000,participant_test_01,346,3,1,NA,1.5
0:03:39,participant01,2,The others,819000000,participant_test_01,347,3,1,NA,1.5
0:03:41,participant01,2,The others,821000000,participant_test_01,348,3,0.666666667,0,1.5
0:03:43,participant01,2,The others,823000000,participant_test_01,349,3,0.666666667,0,1.5
0:03:47,participant01,2,The others,827000000,participant_test_01,350,3,1,NA,1.5
0:03:52,participant01,2,The others,832000000,participant_test_01,351,3,1,NA,1.5
0:03:55,participant01,2,The others,835000000,participant_test_01,352,3,1,NA,1.5
0:03:57,participant01,2,The others,837000000,participant_test_01,353,3,1,NA,1.5
